"change_id";"old_description";"new_description";"human_label";"llm_decision";"llm_reason"
"mediawiki%2Fcore~1281975";"improve moveusersubpage-warning message

- punctuation
- grammar (""on"" to ""in"")";"i18n: Improve moveusersubpage-warning message

- punctuation
- grammar (""on"" to ""in"")";"REMOVE";"KEEP";"Both descriptions refer to the same action of improving the 'moveusersubpage-warning' message, with the new description also providing additional context about internationalization (i18n)."
"mediawiki%2Fcore~673802";"Move most Restriction tests to unit tests

Need to split up PageRestrictionTest into integration
tests and unit tests";"Block: Move most Restriction tests to unit tests

Need to split up PageRestrictionTest into integration
tests and unit tests";"REMOVE";"MODIFY";"The new description includes an additional 'Block' keyword which may not be significant in terms of technical information, but it could potentially indicate a change in the scope or context of the commit. Therefore, it is considered a modification."
"mediawiki%2Fcore~1277217";"Remove unused 'mediawiki.ui.checkbox' module

Deprecated in v1.41, now removed.
Instead, use Codex modules.";"Remove unused 'mediawiki.ui.input' module

Deprecated in v1.41, now removed.
Instead, use Codex modules.";"REMOVE";"SAME";"Both descriptions indicate removal of an unused module (mediawiki.ui.) and replacement with Codex modules, with only the specific module name changing."
"mediawiki%2Fcore~1281823";"WIP: Normalize thumbnail sizing in media responses

Add a MediaFileTrait function to normalize image sizes based on
the approved thumbnail steps, and use it in handlers that need
to output thumbnail-oriented links. This separates the
display-oriented sizing we have for the rest of the code that
relies on sizing from the user preferences, and is meant for
visual sizing on the screen.";"Normalize thumbnail sizing in media responses

Add a MediaFileTrait function to normalize image sizes based on
the approved thumbnail steps, and use it in handlers that need
to output thumbnail-oriented links.

This commit also separates the sizing calculations to two concepts:
- Visual size of images: based on $wgImageLimits and user options.
- Physical size of thumbnails: based on $wgThumbnailSteps and follows
the strict cached sizes of the thumbnails and their urls.

Documentation was added to emphasize the difference between the two
methods. Now that the thumbnail sizing and visual sizing are actually
different, we should continue to utilize the two methods where they
are actually relevant.";"KEEP";"KEEP";"The new description provides additional context by separating the sizing calculations into two concepts: visual size and physical size of thumbnails. This clarifies the changes made in the commit, making it more informative compared to the old description."
"mediawiki%2Fcore~1289374";"Special:EditWatchlist: Fix incorrect selected page count

The updateSelectedPagesListHtml() function used Array.splice() to
truncate selectedPages for display purposes. splice() mutates the
original array, causing selectedPages.value.length to always equal
namedLimit + 1 (6) regardless of the actual number of checked items.

This caused the 'Remove pages' button and dialog title to show an
incorrect count in languages where the translation displays the
number (e.g. Hungarian: '$1 lap eltávolítása' shows '6 lap' instead
of the real count).

Fix: Use Array.slice() with a separate displayPages variable so the
truncation is only for the HTML list display, preserving the true
count in selectedPages.";"Special:EditWatchlist: Fix incorrect selected page count

Array.splice() was used instead of Array.slice() to truncate the
page list for display. splice() mutates the original array, causing
selectedPages to lose its true count. This was visible in languages
that display the count in the button label (e.g. Hungarian).

Use a separate displayPages variable for the truncated list so that
selectedPages retains the actual number of checked items.";"KEEP";"MODIFY";"Both descriptions discuss a similar issue and solution, but the new description provides additional context about why using Array.splice() was problematic and why using a separate displayPages variable is beneficial."
"mediawiki%2Fcore~1256553";"Special:Preferences: Display three options for thumbsizes

Thumbnail sizes are collapsed into three options.";"Special:Preferences: Display three options for thumbsizes

Thumbnail sizes are collapsed into three options.
The thumbnail sizes that have been removed will be rewritten
when the user nexts saves preferences or a maintenance script
is run.

The class skin-theme-clientpref-thumb-(size) added in
OutputPage will round up to the closest thumbnail size until that
happens so there should only be disruption to users who modify
preferences between this patch being deployed and the
maintenance script being run. The preferences page mirrors this logic
and can be removed once the relevant user preferences maintenance
scripts have been run.";"KEEP";"MODIFY";"The new description provides additional information about the removal and rewriting of thumbnail sizes, as well as the addition of a class and changes to the preferences page. This information is considered meaningful technical details."
"mediawiki%2Fcore~1287963";"PHPUnit 10 compatibility for parser tests via non-suite runner";"PHPUnit 10 compatibility for parser tests via non-suite runner

Instead of using the deprecated TestSuite mechanism, use the
`composer phpunit:config` target to generate simple 7-line
tests/phpunit/gen/ParserTest_*_Test.php files corresponding to
each tests/parser/*.txt parser test file. These test classes
use the `ParserTestFileTrait` and enumerate all the tests in
the parser test file via a standard data provider.

The `setupBeforeClass` and `tearDownAfterClass` methods are
used to create a TestFileReader and ParserTestRunner which
are shared for all the tests in a given parser test file.";"KEEP";"MODIFY";"The new description provides additional technical information about the changes made, such as using a non-suite runner and generating test files with the `composer phpunit:config` target. This modification is significant to understand the evolution of the codebase."
"mediawiki%2Fcore~967242";"[WIP] parser: Reduce complexity of MagicWordArray processing

Notably:
* Instead of wrapping every synonym in an individual named group
where all groups need to have the same name, wrap synonyms that
belong together in a single group.
* This also makes the group name unique.
* But it doesn't need to be unique anyway. PHP doesn't require that,
at least not in the versions we currently use.

Unfortunately there is an external caller that uses getBaseRegex().
Luckily it doesn't do anything with the group names. It uses the
regex only for a boolean match/doesn't match check.";"parser: Reduce complexity of MagicWordArray processing

Most notably:
* Instead of wrapping every single synonym individual in a named
group that need to have identical and therefor conflicting names,
wrap synonyms that belong together in a single group.
* This also makes the group name unique. No need for the ""a_"", ""b_"",
and so on prefixes any more.
* We still need to use a single ""_"" prefix to work around the
limitation in PCRE 8.34+.
* Note that group names don't need to be unique anyway. See the
previous patch I5f113ab for an explanation.
* Also use the (?|…) syntax to make sure multiple (.*?) subpatterns
end in the expected numeric spot in the result array. The additional
test case is specifically added to prove this works. There are two
synonyms with a parameter and ""upright $1"" with a space is the
second.

There is one known external caller that uses getBaseRegex(). Luckily
it doesn't do anything with the group names. It uses the regex only
for a boolean match/doesn't match check. This still works as before.";"KEEP";"MODIFY";"The new description provides additional technical details about the changes made, such as using (?|... ) syntax and prefixing group names with a single '_' to work around PCRE 8.34+ limitation. This makes it more informative compared to the old description."
"mediawiki%2Fcore~1287013";"Implement a DOM version of the ExpandToAbsoluteUrls pass

* For now, this is a non-exclusive pass and can be run in both
text and DOM form for both legacy and Parsoid output.";"Implement a DOM version of the ExpandToAbsoluteUrls pass

* For now, this is a non-exclusive pass and can be run in both
text and DOM form for both legacy and Parsoid output.

* Extracted text/DOM tests into a base class for reuse.

* Error return from UrlUtils::expand() wasn't being handled
properly in the existing ExpandToAbsoluteUrls pass; previous
patch I98e8e3a8fd135a554a85f6399033756c88ea415f had introduced
a bogus `?? false` in the conversion away from the global
`wfExpandUrl` but setting the attribute to `false` would have
crashed (or converted it to the string 'false', depending on
whether `strict_types` was active). The correct thing to do
on an invalid URL is either to delete the `href` attribute or
leave the value alone; we've chosen to do the latter.";"KEEP";"MODIFY";"New commit adds additional information about error handling and test extraction, not present in the old description."
"mediawiki%2Fcore~1249476";"[WIP]";"Move page saving logic out of EditPage into a separate class

Move most of the logic from EditPage::internalAttemptSave into a
separate PageEdit class, which uses dependency injection and takes
an inputs object from EditPage.
This class will be refactored in follow-up changes to split the logic
up into smaller methods and make it easier to test it.

Most of the parameters of the PageEditInputs class will be made
optional in the future, so it's easier for extensions to use the
interface without having to provide too much data.

Based on change Ief07d2f374c3770240747e6b599840e867bcac68 by
DannyS712.";"KEEP";"ADD";"The new description provides detailed technical information about refactoring and improving the PageEdit class, which was not present in the old description."
"mediawiki%2Fcore~1276429";"Media: Change wgThumbnailStepsRatio default from 0 to 1

This feature remains disabled by default, because it is gated by
$wgThumbnailSteps, which remains null by default.

However, when people enable the feature, for example to locally test
something in a way that represents WMF prod, it should be as easy as
setting `$wgThumbnailStepsRatio = [ ... ];` and not require
`$wgThumbnailStepsRatio = 1` as well.

Any third party who might be using $wgThumbnailStepsRatio by
definition will have set that already. It doesn't make sense to have
$wgThumbnailStepsRatio=0 with a non-null $wgThumbnailStepsRatio,
and this patch removes that confusing/footgun state as something we
cause by default in the process of setting $wgThumbnailSteps.

Also:
* Improve docs
* Add some pointers
* Connect case for T424114 to that task";"Media: Improve $wgThumbnailSteps docs

* Improve docs
* Add some pointers
* Link test case for T424114 to that task";"KEEP";"MODIFY";"The new description focuses on improving documentation for $wgThumbnailSteps, while the old description also includes a change in default value of wgThumbnailStepsRatio from 0 to 1. The new description does not explicitly mention this change, so it can be considered as a modification."
"mediawiki%2Fcore~1287016";"ParserOptions: absoluteURLs should default to false

This was a regression introduced in
I4184dc74fdd107031b821039e113126c5f1beb03.

The default value for absoluteURLs (from ParserOutput::getText()
historically) has always been false. When the text options
were turned into ParserOptions this was inadvertently flipped.

Follows-Up: I4184dc74fdd107031b821039e113126c5f1beb03";"ParserOptions: absoluteURLs should default to false

The default value for absoluteURLs (from ParserOutput::getText()
historically) has always been false. When the text options
were turned into ParserOptions this was inadvertently flipped.

This was a regression introduced in
I4184dc74fdd107031b821039e113126c5f1beb03, but latent until
Icf7172be6d718362192ca8b7288ef8ce4d4af6b9 added
ParserOutputAccess::postprocess() which created the
""getText options"" $textOptions from the ParserOptions,
picking up the (incorrect) default value. Further, the
postprocessing cache was only enabled in production in
a staggered fashion through early 2026.

Due to the way ParserOptions defaults work, changing the default
value here won't invalidate any parser cache entries. Previously
cached contents with the old default (absoluteURLs=true) will
continue to match requests made with the new default
(absoluteURLs=false). It will take a parser cache expiration
time for all cache contents to be updated. That should be
okay since the absolute URLs are still valid for production
wikis, just not strictly necessary (and there was a small
performance penalty for doing the url conversion).

Follows-Up: I4184dc74fdd107031b821039e113126c5f1beb03";"KEEP";"KEEP";"The new description provides additional context about the regression and its impact, but does not modify the original technical information."
"mediawiki%2Fcore~1290772";"Add a postproc parseroption for edit link behaviour

VisualEditor uses the onSkinEditSectionLinks hook to provide the correct
link(s) to edit the page. The behaviour is as follows, depending on wiki
setup and user preferences:
- if both links should be displayed, both links are displayed
- if a single link should be displayed, it is displayed as ""edit"" if VE
should be used, or as ""edit source"" otherwise.

This behaviour is handled during the HandleSectionEditLink
post-processing passes; but it's not splitting the cache depending on
what gets rendered. In this patch, we introduce ""visibleLinks"" as a
cache-varying ParserOption to handle this variation.

The behaviour depends on particular on wgVisualEditorUseSingleEditTab,
which enables the re-use of the editor and section link for some wikis.
This setting is not set to true everywhere, and is marked in our config
as ""Deploying slowly with community advanced notice"". To avoid
accidentally bypassing this setting, the the default value for the new
ParserOption is ""both"", which displays both links as needed.

Ideally, this should go on the same train as
Ife470688200d19f343aba7d2826855078eef2f68 to fix the issue as
soon as possible. Otherwise, the cache key won't be updated - this
should not be an issue with regards to cache misses, but the default
cache entry may not be the right one depending on the current wiki
configuration.";"Make ParserOptions available to Skin

VisualEditor uses the onSkinEditSectionLinks hook to provide the correct
link(s) to the page. This is called during the HandleSectionEditLink
post-processing passes, but it's not splitting the cache depending on
what gets rendered.

To be able to split the cache during this step, we make the
ParserOptions available to the skin before we start the post-processing
pass.";"KEEP";"MODIFY";"The new description focuses more on making ParserOptions available to Skin, while the old one explains the introduction of 'visibleLinks' as a cache-varying ParserOption. Although there is some overlap in terms of the technical information provided, the new description seems to provide a more concise and direct explanation."
"aai%2Faai-common~master~I05a35e0cee80b27123f28bb8eeb8ed885c83a173";"Update spring boot to 2.4

Issue-ID: AAI-3725";"Update spring boot to 2.4

- update spring boot from 2.3 to 2.4
- remove compile-time dependency on powermock introduced by eelf-core
- remove dependencyManagement declarations for powermock since it's not used anymore

Issue-ID: AAI-3725";"KEEP";"MODIFY";"The new commit description provides additional details about the changes made, specifically the update of spring boot version and removal of dependencies. This information is considered meaningful technical information."
"aai%2Faai-common~master~Ia2aa31a9f3550af853583e65bc1f84583c9fc22f";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss

Issue-ID: AAI-3550";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss
- pin eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 since there would be IncompatibleClassChange errors
- add the jaxb-api dependency to aai-utils to make it compilable with jdk 11

Issue-ID: AAI-3550";"KEEP";"MODIFY";"The new commit description adds information about pinning eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 due to IncompatibleClassChange errors, and the addition of jaxb-api dependency to aai-utils for compatibility with JDK 11."
"aai%2Faai-common~master~Ia2aa31a9f3550af853583e65bc1f84583c9fc22f";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss

Issue-ID: AAI-3550";"Update eclipse.persistence and eelf.core in aai-common

- update eclipse persistence to version 2.7.11
- update eelf core to 2.0.0-oss
- pin eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 since there would be IncompatibleClassChange errors
- add the jaxb-api dependency to aai-utils to make it compilable with jdk 11

Issue-ID: AAI-3550";"KEEP";"MODIFY";"The new commit description adds technical information about pinning eelf core version in aai-utils and aai-schema-abstraction to 1.0.1 due to IncompatibleClassChange errors, and adding the jaxb-api dependency to aai-utils for compatibility with JDK 11."
"aai%2Faai-common~master~I8ec11660db7887c5aebcdbe2899c95c457f74e14";"AAI-1492 Add ext-aai-network schema for CCVPN uc

Issue-ID: AAI-1492
Add ext-aai-network element to network namespace.
Add components from network namespace.
Add esr-system-info component.";"AAI-1492 Add ext-aai-network schema for CCVPN uc

Issue-ID: AAI-1492
Add ext-aai-network element to network namespace.
Add components from network namespace.
Add esr-system-info component.
Add EdgeRules from ext-aai-network to esr-system-info, connectivity and
all the other schema elements.
Make esr-system-info dependentOn ext-aai-network.
Change sub-components of ext-aai-network to COUSIN edge as workaround.
Add relationship-list as workaround.";"KEEP";"MODIFY";"The new description adds details about adding EdgeRules, making esr-system-info dependentOn ext-aai-network, changing sub-components of ext-aai-network to COUSIN edge as workaround, and adding relationship-list as workaround. These changes indicate a modification in the technical information."
"aai%2Faai-common~master~I30b75262d3e01cfae2cf77d9be9da26a56a049ed";"AAI-1461 Update vpn-binding schema for CCVPN

Issue-ID: AAI-1461
Add properties to vpn-binding:
access-provider-id, access-client-id, access-topology-id, src-access-node-id,
src-access-ltp-id, dst-access-node-id, dst-access-ltp-id, operational-status,
model-customization-id, model-version-id, model-invariant-id
Make operational-status indexed and searchable as well.";"AAI-1461 -1464 Update vpn-binding/pnf for CCVPN

Issue-ID: AAI-1461
Add properties to vpn-binding:
access-provider-id, access-client-id, access-topology-id, src-access-node-id,
src-access-ltp-id, dst-access-node-id, dst-access-ltp-id, operational-status,
model-customization-id, model-version-id, model-invariant-id
Make ids and operational-status indexed.
Add CCVPN EdgeRules for vpn-binding to p-interface.

Accidentally squashed in second commit for:
Issue-ID: AAI-1464
Add properties to pnf schema:
admin-status, operational-status, model-customization-id, model-version-id,
model-invariant-id

Make these properties indexed as well:
admin-status, operational-status";"KEEP";"MODIFY";"The new description adds 'CCVPN EdgeRules for vpn-binding to p-interface' and modifies the indexing of properties by including 'ids' instead of just 'operational-status'. The squashed commit from AAI-1464 is also accounted for."
"aai%2Faai-common~master~I1e82bf4f0706704679d14aac98969fa00beed758";"Refactor ErrorLogHelper

- introduce functions to encapsulate functionality and reduce duplication
- separate creation of error response and marshalling them

Issue-ID: AAI-3695";"Refactor ErrorLogHelper

- change is designed to not make any changes to the serialised objects [1]
- introduce common error response object that is used for both service and policy, xml + json format
- separate creation of error response and the marshalling of it
- increase test coverage
- use jackson object mappers for marshalling json and xml objects instead of custom MapperUtil
- make code more functional
- use more descriptive variable names

[1] only the internal representation changes to account for both
Service- and PolicyException

Issue-ID: AAI-3695";"KEEP";"KEEP";"The new description provides more detailed information about the changes being made, including the introduction of a common error response object, use of Jackson object mappers for marshalling, and increased test coverage. These changes add meaningful technical information."
"aai%2Faai-common~master~I1e82bf4f0706704679d14aac98969fa00beed758";"Refactor ErrorLogHelper

- introduce functions to encapsulate functionality and reduce duplication
- separate creation of error response and marshalling them

Issue-ID: AAI-3695";"Refactor ErrorLogHelper

- change is designed to not make any changes to the serialised objects [1]
- introduce common error response object that is used for both service and policy, xml + json format
- separate creation of error response and the marshalling of it
- increase test coverage
- use jackson object mappers for marshalling json and xml objects instead of custom MapperUtil
- make code more functional
- use more descriptive variable names

[1] only the internal representation changes to account for both
Service- and PolicyException

Issue-ID: AAI-3695";"KEEP";"KEEP";"The new description provides additional details about the refactoring, such as changes to error response objects, use of Jackson object mappers, and increased test coverage. These are meaningful technical additions."
"aai%2Faai-common~master~I6bc0c9b9f398556cc41a0a8f82e24e50c85e5690";"Add gremlin-based pagination to aai-common

- paginate in the db

Issue-ID: AAI-3893";"Add gremlin-based pagination to aai-common

- enhance query building to support gremlin-based pagination
- pagination is supported in two variants: with and without the total count of elements [1]
- enhance query building to support gremlin-based sorting
- add query logging that is currently disabled

[1] due to the design of gremlin, including the total count results in a full graph scan.
As such there is the option to not include it, which should make it (much) faster for the first pages that are returned.
Issue-ID: AAI-3893";"KEEP";"MODIFY";"The new description provides additional details about the enhancements made to the query building, pagination variants, sorting support, and query logging. These changes suggest a more comprehensive update compared to the old description."
"aai%2Faai-common~master~I6bc0c9b9f398556cc41a0a8f82e24e50c85e5690";"Add gremlin-based pagination to aai-common

- paginate in the db

Issue-ID: AAI-3893";"Add gremlin-based pagination to aai-common

- enhance query building to support gremlin-based pagination
- pagination is supported in two variants: with and without the total count of elements [1]
- enhance query building to support gremlin-based sorting
- add query logging that is currently disabled

[1] due to the design of gremlin, including the total count results in a full graph scan.
As such there is the option to not include it, which should make it (much) faster for the first pages that are returned.
Issue-ID: AAI-3893";"KEEP";"MODIFY";"The new description provides additional details about the enhancement, including query building support for gremlin-based pagination and sorting, as well as the option to include or exclude total count of elements. This information is not present in the old description."
"aai%2Faai-common~master~I78f4cdc906e43750bb319ba4f3bdb6483ed7ea24";"AAI-1480 Add lan-port-config for CCVPN usecase

Issue-ID: AAI-1480
Add lan-port-config schema element to network namespace
Add dhcp-service schema element
Add EdgeRules for lan-port-config";"AAI-1468 -1480 Add Conn /lan-port-config for CCVPN

Issue-ID: AAI-1480
Add lan-port-config schema element to network namespace
Add dhcp-service schema element
Add CCVPN EdgeRules for lan-port-config to service-instance and
dhcp-service
Update lan-port-config with ipv4-address and ipv6-address.
Update dhcp-service with server-ipv4-address and server-ipv6-address.

Accidentally squashed another two commits together:
Issue-ID: AAI-1468
Add connectivities sub-component to ""network"" namespace.
Add connectivities element, which is sequence of ""connectivity"".
Add connectivity element, which has numerous properties.
Add CCVPN EdgeRules for connectivity to service-instance and vpn-binding";"KEEP";"KEEP";"The new commit description adds CCVPN EdgeRules for lan-port-config to service-instance and dhcp-service, updates lan-port-config with ipv4-address and ipv6-address, and updates dhcp-service with server-ipv4-address and server-ipv6-address. These changes are meaningful technical information that was not present in the old commit description."
"aai%2Faai-common~master~I6988f36c00a0e8a9e9e32006b86ff286479ba685";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.2-SNAPSHOT

Issue-ID: AAI-4162";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.1-SNAPSHOT

Issue-ID: AAI-4162";"REMOVE";"KEEP";"Both descriptions are identical except for the snapshot version number, which is not considered as meaningful technical information in this context."
"aai%2Faai-common~master~I6988f36c00a0e8a9e9e32006b86ff286479ba685";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.2-SNAPSHOT

Issue-ID: AAI-4162";"Spring-boot 3.1 update

- update spring-boot (3.0.13 -> 3.1.12)
- upgrade eclipse persistence (3.0.1 -> 4.0.6)
- bump snapshot version to 1.16.1-SNAPSHOT

Issue-ID: AAI-4162";"REMOVE";"KEEP";"Both descriptions are identical except for the snapshot version number, which is not considered as meaningful technical information in this context."
"aai%2Faai-common~master~I429665b7d5b217ad0bd0739ab24d92b3965bc86d";"[AAI] Upgarding Log4J to 2.17.1

Issue-ID: AAI-3431";"[AAI] Upgrading Log4J to 2.17.1

Issue-ID: AAI-3431";"REMOVE";"KEEP";"The new commit description does not provide any additional or different technical information compared to the old one."
"aai%2Faai-common~master~Ib560aa45a4a2e9b2059f6de1446057d234a1f9be";"CI: Remove duplciate G2G workflow

Issue-ID: CIMAN-33";"CI: Remove duplicate G2G workflow

Issue-ID: CIMAN-33";"REMOVE";"KEEP";"No meaningful semantic evolution detected between the old and new commit descriptions."
"aai%2Faai-common~kohn~Ie72604431852ce8b28f511da321691b7cac7bf1c";"[AAI] Up-version aai-common to 1.9.7 for Kohn

Issue-ID: AAI-3587";"[AAI] Up-version aai-common to 1.11.0 for Kohn

Issue-ID: AAI-3587";"REMOVE";"MODIFY";"The new commit description modifies the version number of aai-common from 1.9.7 to 1.11.0."
"aai%2Faai-common~master~I68b474a6397b477b77055dd580321fa684d5d9b4";"[AAI] Update of aai component diagram and description

Component diagram were updated, deprecated applications were removed, description in rst file was also updated.

Issue-ID: AAI-3451";"[AAI] Update of aai component diagram and description

Component diagram was updated, deprecated applications were removed, description in rst file was also updated.

Issue-ID: AAI-3451";"REMOVE";"KEEP";"Both descriptions are identical, no meaningful semantic evolution detected."
"aai%2Faai-common~kohn~Ie72604431852ce8b28f511da321691b7cac7bf1c";"[AAI] Up-version aai-common to 1.9.7 for Kohn

Issue-ID: AAI-3587";"[AAI] Up-version aai-common to 1.11.0 for Kohn

Issue-ID: AAI-3587";"REMOVE";"MODIFY";"The new commit description modifies the version number of aai-common from 1.9.7 to 1.11.0."
"aai%2Faai-common~master~I68600c2a586faa5537ac58ca21b06e984413a8bc";"Remove the client load balancer use event client

Issue-ID: AAI-965";"Remove the client load balancer use http client

Issue-ID: AAI-965";"REMOVE";"MODIFY";"The new description modifies the technical information by replacing 'event client' with 'http client', suggesting a change in the specific client being used for load balancing."
"aai%2Faai-common~master~I28de8cb09513d7f08e9d608bed25f0bee1ecec85";"Add the remaining tests from internal

Issue-ID: AAI-215";"Add the remaining tests from internal code

Issue-ID: AAI-215";"REMOVE";"KEEP";"Both descriptions refer to the same action, adding remaining tests from internal code. No new or modified meaningful technical information is introduced in the new description."
"aai%2Faai-common~master~Ifab3416bf98f716ee69f2355c65a11ef1642d1e3";"AAI-1483 Update EdgeRules for sdwan-vpn

Issue-ID: AAI-1483
Update EdgeRules for sdwan-vpn to tenant and to vpn-binding";"AAI-1637 Update EdgeRules for sdwan-vpn

Issue-ID: AAI-1637
Update EdgeRules for sdwan-vpn to tenant and to vpn-binding";"REMOVE";"KEEP";"Both descriptions refer to the same action of updating EdgeRules for sdwan-vpn, with no additional or removed meaningful technical information."
"aai%2Faai-common~master~Iad4033dc5bba72cf0773cccbe19429cf965df0c5";"AAI-1484 Add device schema for CCVPN usecase

Issue-ID: AAI-1484
Add device element to network namespace.
Add EdgeRules for device to service-instance and generic-vnf.";"AAI-1484 Add device schema for CCVPN usecase

Issue-ID: AAI-1484
Add device element to network namespace.
Add CCVPN EdgeRules for device to service-instance and generic-vnf.";"REMOVE";"KEEP";"The new description maintains the original intent of adding a device schema for CCVPN usecase, with an additional detail about using CCVPN EdgeRules. This information is considered meaningful technical information and should be retained."
